Issue ID,Issue Title,Description,Issue URL,Project,Status,Priority,Component,Version,Created,wcag_sc,ai_wcag,acr_note,dev_note
3093378,Use ARIA disclosure pattern for submenu buttons in vertical toolbar orientation,Use ARIA disclosure pattern for submenu buttons in vertical toolbar orientation,https://www.drupal.org/project/drupal/issues/3093378,drupal,Needs review,Normal,toolbar.module,11.x-dev,6 years 1 month,4.1.2,4.1.2,"Users relying on screen readers may encounter difficulty identifying and interacting with submenu options presented as buttons within a vertical toolbar. The lack of explicit ARIA roles and states on these buttons can hinder discoverability and navigation, potentially isolating users from related content.","The issue describes a common challenge with vertical toolbar navigation. The recommended approach is to prioritize semantic HTML solutions. Specifically, consider using `<button>` elements with appropriate `aria-haspopup` and `aria-expanded` attributes to simulate a dropdown menu."
2958654,Assess JavaScript behaviours for WCAG 2.1 Pointer Cancellation,Assess JavaScript behaviours for WCAG 2.1 Pointer Cancellation,https://www.drupal.org/project/drupal/issues/2958654,drupal,Needs work,Normal,javascript,11.x-dev,7 years 8 months,2.5.2,2.5.2,Users relying on keyboard navigation or assistive technologies may experience difficulty interacting with interactive elements if JavaScript behaviours related to pointer cancellation are not implemented accessibly. This can lead to a degraded user experience and potential exclusion.,"The issue title, ""Assess JavaScript behaviours for WCAG 2.1 Pointer Cancellation,"" is referencing a WCAG 2.1 requirement, but the relevant standard for pointer cancellation is now WCAG 2.2.  The core accessibility concern is that JavaScript-driven pointer cancellation disrupts expected interaction patterns. Developers should prioritize a semantic HTML structure that supports the intended user flow. If JavaScript is *required* to achieve the desired interaction, then use ARIA attributes judiciously to provide alternative ways for users to trigger the same behaviour. Specifically, investigate if the pointer cancellation is truly necessary – often, a well-designed interaction can be achieved with standard keyboard navigation. Consider using `role=""dialog""` and `role=""alert""` with appropriate ARIA attributes to provide focus management for modal dialogs created by JavaScript.  Avoid directly interfering with the natural pointer cancellation behavior of the browser.  Utilize `focus()` calls strategically to ensure keyboard focus lands in the appropriate element after a cancellation."
3174459,W3C Validation: required attribute not allowed on fieldset tag,W3C Validation: required attribute not allowed on fieldset tag,https://www.drupal.org/project/drupal/issues/3174459,drupal,Needs work,Normal,forms system,11.x-dev,5 years 2 months,4.1.1,4.1.1,"The issue reports a validation error regarding the `required` attribute on a `<fieldset>` tag. While W3C validation may flag this, the current understanding of web standards indicates that using the `required` attribute directly on a `<fieldset>` is not a valid or recommended practice for accessibility. This can potentially hinder screen reader users’ ability to understand the grouping of related form controls.","The reported issue is related to a validation check, not a fundamental accessibility barrier. While some validation tools might flag the `required` attribute on a `<fieldset>`, this is not a violation of WCAG guidelines. The semantic meaning of a `<fieldset>` is to group related form controls, and this functionality is already achieved through its child elements. Therefore, no action is required to address this. Developers should ensure that form controls within a `<fieldset>` have their own `required` attributes as appropriate for their individual purpose, rather than relying on the fieldset to enforce required status. Using the `required` attribute on individual input fields is the correct and standard way to ensure data integrity and accessibility."
3545814,Exposed filters with exposed operators are missing accessible names,Exposed filters with exposed operators are missing accessible names,https://www.drupal.org/project/drupal/issues/3545814,drupal,Needs work,Normal,views.module,11.x-dev,3 months 1 week,4.1.2,4.1.2,"Users relying on screen readers may not be able to identify or interact with filters and their operators when they are presented without associated accessible names. This lack of descriptive information prevents users from effectively utilizing the filtering functionality, hindering their ability to navigate and understand the content presented by the application.","The issue reports missing accessible names for exposed filters and operators. To address this, developers should prioritize using semantic HTML elements to structure and label these controls. Specifically, use `<button>` elements for operators and `<label>` elements connected to the corresponding filter inputs via the `for` attribute. If semantic HTML cannot adequately convey the function of the filter or operator, then use ARIA attributes to provide descriptive names and roles."
3542774,The “reduce motion” setting in the operating system should be respected,The “reduce motion” setting in the operating system should be respected,https://www.drupal.org/project/drupal/issues/3542774,drupal,Needs review,Major,navigation.module,11.x-dev,3 months 4 weeks,2.3.3,2.3.3,Users with motion sensitivities may experience discomfort or distraction if the website’s animations and transitions do not align with their operating system’s “reduce motion” setting. This creates a barrier to accessing the content for users who have adjusted their system settings for reduced visual motion.,This issue centers on respecting the user’s operating system’s “reduce motion” preference. The primary goal is to prevent animations and transitions from impacting users with vestibular disorders or similar sensitivities.
1852090,"Cached forms can have duplicate HTML IDs, which disrupts accessible form labels","Cached forms can have duplicate HTML IDs, which disrupts accessible form labels",https://www.drupal.org/project/drupal/issues/1852090,drupal,Needs work,Major,forms system,11.x-dev,13 years 3 weeks,4.1.2,4.1.2,"Cached forms may present a barrier to users of assistive technology. Duplicate HTML IDs within cached forms can interfere with the accurate identification of form labels by screen readers, leading to confusion and difficulty completing form interactions.",The issue describes a potential conflict arising from duplicate HTML IDs in cached forms. This can disrupt the proper functioning of screen readers which rely on unique IDs to associate labels with their corresponding form elements. The following steps should be taken to resolve this:
3410598,CKEditor 5: scroll jump after dialog close,CKEditor 5: scroll jump after dialog close,https://www.drupal.org/project/drupal/issues/3410598,drupal,Needs work,Normal,ckeditor5.module,11.x-dev,2 years 8 hours,General,General,"Users may experience a jarring and disorienting transition when a CKEditor 5 dialog is closed, resulting in the cursor jumping to an unexpected location within the editor. This disrupts the user's workflow and potentially hinders their ability to accurately position the cursor for continued editing.","This issue likely stems from a lack of proper focus management when closing dialogs within CKEditor 5. The standard approach is to ensure that the focus remains on the element that triggered the dialog closure (e.g., the dialog itself, or the editor's main content area).  CKEditor 5 should automatically handle focus restoration."
3415961,[drupalMedia] Using the Insert Media button causes the window to scroll to the bottom of the page,[drupalMedia] Using the Insert Media button causes the window to scroll to the bottom of the page,https://www.drupal.org/project/drupal/issues/3415961,drupal,Needs work,Normal,media system,11.x-dev,1 year 11 months,General,General,"Users attempting to utilize the Insert Media button within the Drupal Media module experience a visually disruptive scrolling event, causing the browser window to scroll to the bottom of the page. This can hinder the ability to interact with subsequent page elements and negatively impacts the user experience.",This issue likely stems from a conflict between the Insert Media button’s behavior and the page’s initial viewport size or scrolling behavior. Here’s a prioritized approach to address this:
3391723,[PLAN] Accessibility review for new Navigation bar,[PLAN] Accessibility review for new Navigation bar,https://www.drupal.org/project/drupal/issues/3391723,drupal,Active,Major,navigation.module,11.x-dev,2 years 2 months,General,General,"The navigation bar lacks sufficient semantic structure, potentially hindering screen reader users’ ability to understand and navigate the site. This could lead to confusion and difficulty in locating desired content.","The issue title is extremely vague and requires further clarification.  The developer needs to provide details about the specific navigation bar in question.  Assuming the navigation bar consists of links, the first step is to ensure each link element has the correct semantic HTML structure – using `<nav>` for the overall navigation area and `<a href=""..."">` for individual links.  Each link must have an appropriate `role=""navigation""` attribute on the `<nav>` element.  Ensure sufficient color contrast between link text and the background for users with low vision.  If the navigation includes dropdown menus, utilize `<button>` elements with appropriate ARIA attributes (e.g., `role=""menu""`, `aria-haspopup=""true""`, `aria-expanded=""false""` initially) to manage the state and behavior of the dropdown. Avoid relying on JavaScript alone to implement dropdown functionality; ensure keyboard accessibility and focus management within the dropdown. If native HTML elements cannot be used effectively, then implement ARIA attributes as a last resort, adhering strictly to WAI-ARIA guidelines."
3532392,Add an API for hotkeys to Drupal core,Add an API for hotkeys to Drupal core,https://www.drupal.org/project/drupal/issues/3532392,drupal,Active,Normal,user system,11.x-dev,5 months 4 weeks,2.1.1,2.1.1,Users who rely on keyboard navigation may experience difficulty accessing content and functionality if a hotkey API is not implemented. This could create a barrier to interaction and limit usability for individuals with motor impairments or those who prefer keyboard-based workflows.,"This issue proposes adding a hotkey API to Drupal core. While the *intention* might be to improve accessibility, simply adding an API without considering accessibility best practices can actually *worsen* the experience. Drupal’s core strength lies in its existing semantic structure and accessibility features. The primary focus should be on ensuring existing core functionality is navigable via keyboard."
3037446,Forms with required fields marked by asterisk do not have text explaining what the asterisk means,Forms with required fields marked by asterisk do not have text explaining what the asterisk means,https://www.drupal.org/project/drupal/issues/3037446,drupal,Needs review,Normal,forms system,11.x-dev,6 years 9 months,1.3.1,1.3.1,"Users who rely on screen readers may not understand the meaning of asterisks indicating required fields within forms. This lack of clear communication creates a barrier to successful form completion, potentially excluding users with disabilities.","This issue highlights a critical lack of accessibility support for form instructions. The best approach is to use semantic HTML to convey required field status. Specifically, use the `<label>` element to associate directly with the input field.  The `<label>` element's `for` attribute must match the input's `id`."
3438477,High contrast mode needs some more refinement,High contrast mode needs some more refinement,https://www.drupal.org/project/drupal/issues/3438477,drupal,Active,Normal,navigation.module,11.x-dev,1 year 8 months,1.4.11,1.4.11,"Users utilizing high contrast modes may experience reduced readability and usability due to insufficient color contrast between text and background. This impacts users with low vision or color blindness, potentially hindering their ability to access and understand content.","This issue report is currently too vague to provide specific technical guidance. ""Refinement"" of high contrast mode requires further clarification. To address potential accessibility barriers related to high contrast mode, focus on the following:"
3541688,Focus does not move to submenu when opened by enter or space key,Focus does not move to submenu when opened by enter or space key,https://www.drupal.org/project/drupal/issues/3541688,drupal,Active,Normal,navigation.module,11.x-dev,4 months 6 days,2.1.1,2.1.1,"Users attempting to navigate a website using keyboard-only interaction may be unable to access menu options that open via keyboard focus. This impacts users who rely on keyboard navigation for accessibility, preventing them from utilizing the intended menu functionality.",This issue likely stems from a missing or incorrect focus management strategy when opening submenus. Here’s a prioritized approach to resolve it:
2922435,"""Add new comment"" and ""@count comments"" links are not following accessibility good practices","""Add new comment"" and ""@count comments"" links are not following accessibility good practices",https://www.drupal.org/project/drupal/issues/2922435,drupal,Needs work,Normal,comment.module,11.x-dev,8 years 1 month,2.4.4,2.4.4,Users may experience difficulty accessing the comment count and new comment functionality due to the lack of proper accessibility implementation. This potentially limits users’ ability to fully engage with the content and contribute meaningfully.,"The issue description indicates a lack of adherence to accessibility best practices for the “Add new comment” and ""@count comments"" links.  The primary focus should be on leveraging semantic HTML."
3331158,Support full-screen editing in CKEditor,Support full-screen editing in CKEditor,https://www.drupal.org/project/drupal/issues/3331158,drupal,Reviewed & tested by the community,Major,ckeditor5.module,11.x-dev,2 years 11 months,3.3.6,3.3.6,Users who require a distraction-free editing environment may find the absence of a full-screen mode a barrier to efficient content creation. This limitation could impact users with cognitive disabilities who benefit from focused workspaces and reduced visual distractions.,"The request for full-screen editing in CKEditor necessitates careful consideration of accessibility. Initially, evaluate if a modal dialog with maximized dimensions can adequately address the need. If this is insufficient, focus on ensuring the editor's content remains accessible within the modal. This involves: 1) Using semantic HTML for the modal’s content area (e.g., `<article>` or `<main>`). 2) Applying appropriate ARIA attributes *only* to enhance the experience when native HTML doesn’t provide sufficient context. Specifically, use `role=""dialog""` on the modal and `aria-modal=""true""` to communicate its modal nature. Ensure focus management within the modal using appropriate `tabindex` values and keyboard navigation. Consider using keyboard shortcuts for full-screen activation and exit.  Avoid adding unnecessary visual styling that might cause focus issues or negatively impact screen reader users.  Reference CKEditor’s documentation for modal implementation best practices, and consult WAI-ARIA 1.2 for proper attribute usage."
3443571,Mobile version of Navigation should have focus trap,Mobile version of Navigation should have focus trap,https://www.drupal.org/project/drupal/issues/3443571,drupal,Needs work,Major,navigation.module,11.x-dev,1 year 8 months,2.4.11,2.4.11,"The mobile navigation lacks a focus trap, potentially preventing keyboard users from easily accessing and navigating the site's content. This creates a barrier for users who rely on keyboard input, impacting their ability to effectively use the website.","The request for a “focus trap” on the mobile navigation suggests the user wants to prevent keyboard focus from escaping the navigation menu while a user is actively using the keyboard to navigate.  This is typically achieved using the `tabindex` attribute, but it’s crucial to use this sparingly and only as a last resort.  The first step is to ensure the mobile navigation is logically structured with clear headings and sufficient keyboard focus order.  Specifically, ensure that the navigation items are focusable via the `Tab` key.  If focus *does* escape the navigation on mobile, consider using `tabindex=""0""` on the navigation element and then carefully control the tab order using the `tabindex` attribute.  Apply `tabindex=""0""` only to the navigation container and ensure it is the *first* element in the tab order. Test thoroughly with keyboard-only navigation to confirm the expected behavior.  Avoid using `tabindex` excessively as it can disrupt the natural tab order and create confusion for users.  Prioritize semantic HTML for keyboard navigation."
3541728,Submenu opened with hover does not close by Escape key when another menu item has focus,Submenu opened with hover does not close by Escape key when another menu item has focus,https://www.drupal.org/project/drupal/issues/3541728,drupal,Active,Major,navigation.module,11.x-dev,4 months 6 days,2.1.1,2.1.1,"Users attempting to close a hover-opened submenu using the Escape key while another menu item has focus may experience difficulty. The current behavior prevents the submenu from closing, potentially leading to a frustrating and inaccessible user experience.",This issue indicates a conflict between focus management and keyboard navigation within the submenu. The core problem is that the Escape key’s default behavior to close an element is being overridden when another focusable element exists within the page.
3541910,Elements in closed sidebar are focusable,Elements in closed sidebar are focusable,https://www.drupal.org/project/drupal/issues/3541910,drupal,Needs work,Major,navigation.module,11.x-dev,4 months 5 days,2.1.1,2.1.1,Users relying on keyboard navigation may be unable to access content within a closed sidebar. The lack of focusability prevents users with motor impairments or those navigating with assistive technologies from interacting with the sidebar’s elements.,"The reported issue indicates that elements within a closed sidebar are currently focusable, which violates WCAG 2.2 accessibility guidelines. The primary solution is to ensure that these elements are *not* focusable when the sidebar is closed. This can be achieved through several methods, prioritizing semantic HTML:"
2942404,Messages should have role=status instead of role=contentinfo,Messages should have role=status instead of role=contentinfo,https://www.drupal.org/project/drupal/issues/2942404,drupal,Needs work,Normal,markup,11.x-dev,7 years 10 months,1.3.1,1.3.1,"Users relying on screen readers may experience difficulty understanding the status of messages if the `role=""status""` attribute is not correctly applied. The current use of `role=""contentinfo""` does not convey the intended meaning of a message’s state (e.g., success, error, warning) to assistive technologies, potentially leading to a confusing user experience.","The core issue here is the correct semantic markup for a message indicating a status update.  `role=""status""` is the appropriate ARIA role to use when a message represents a status update or notification.  This clearly communicates the element's purpose to assistive technologies."
3073895,"System Menu blocks placed via Layout Builder can generate duplicate, invalid HTML ID attributes","System Menu blocks placed via Layout Builder can generate duplicate, invalid HTML ID attributes",https://www.drupal.org/project/drupal/issues/3073895,drupal,Needs work,Normal,layout_builder.module,11.x-dev,6 years 4 months,General,General,"System Menu blocks utilized within Layout Builder may result in duplicate HTML ID attributes. This could potentially lead to confusion for assistive technology users as the system may incorrectly interpret the duplicate IDs, impacting navigation and screen reader behavior.","This issue likely stems from the Layout Builder’s method of generating IDs for System Menu blocks. The core problem is the potential for duplicate `id` attributes, violating HTML5 specification requirements.  The recommended fix prioritizes semantic HTML."
1484174,Add HTML5 element: <progress>,Add HTML5 element: <progress>,https://www.drupal.org/project/drupal/issues/1484174,drupal,Needs work,Normal,forms system,11.x-dev,13 years 9 months,General,General,"Users may experience difficulty understanding the progress of a task or operation if the <progress> element is not utilized appropriately. The absence of this element limits the ability to convey visually and programmatically the completion status of a process, potentially impacting user expectations and usability.","The request to add the `<progress>` element is a good step toward improving accessibility. The `<progress>` element provides semantic meaning for indicating the completion of a task. Ensure the `<progress>` element is associated with a `<meter>` element, which provides a visual representation of the progress.  The `value` and `max` attributes of both elements must be correctly populated to reflect the actual progress.  The `aria-valuenow`, `aria-valuemin`, and `aria-valuemax` attributes should be set to reflect the current and maximum values of the progress.  Focus management should be considered to ensure keyboard users can easily navigate to and interact with the progress element. Example:"
2293803,Replace confirm password element with a new element that allows toggling to view the typed password,Replace confirm password element with a new element that allows toggling to view the typed password,https://www.drupal.org/project/drupal/issues/2293803,drupal,Needs work,Normal,forms system,11.x-dev,11 years 6 months,General,General,Users may be unable to verify the accuracy of their password confirmation if the confirm password field obscures the typed password. This creates a barrier to successful account creation and potentially compromises security.,"The request to ""replace confirm password element with a new element that allows toggling to view the typed password"" addresses a valid accessibility concern related to password confirmation verification.  The ideal solution involves leveraging native HTML for password input and display."
3559128,Cannot tab to CKEditor5 toolbar,Cannot tab to CKEditor5 toolbar,https://www.drupal.org/project/drupal/issues/3559128,drupal,Active,Normal,ckeditor5.module,11.x-dev,1 month 1 day,General,General,"Users are unable to navigate the CKEditor5 toolbar using the keyboard's tab key. This prevents keyboard-only users from accessing and interacting with toolbar functions, creating a barrier to accessing and editing content.","This issue likely stems from the CKEditor5 toolbar not properly implementing the Keyboard Navigation specification. The primary solution is to review the CKEditor5 documentation and configuration options related to keyboard navigation, specifically focusing on the toolbar's focus management."
3427039,Provide new AccessibilityHelp toolbar item in CKEditor 5 >=41.2,Provide new AccessibilityHelp toolbar item in CKEditor 5 >=41.2,https://www.drupal.org/project/drupal/issues/3427039,drupal,Needs work,Major,ckeditor5.module,11.x-dev,1 year 9 months,General,General,"Users requiring assistance with screen reader navigation or understanding the content of a CKEditor 5 document may be hindered by the absence of a dedicated accessibility toolbar item. This impacts users with visual impairments, cognitive disabilities, and those using assistive technologies to interact with web content.","The request is for a toolbar item to trigger an accessibility check within CKEditor 5. While a direct ""AccessibilityHelp"" toolbar item isn't a standard or immediately obvious solution, the core functionality can be achieved through a combination of CKEditor 5's existing features and potentially a well-designed accessibility overlay."
3396174,The toolbar should be usable without JS,The toolbar should be usable without JS,https://www.drupal.org/project/drupal/issues/3396174,drupal,Needs work,Normal,navigation.module,11.x-dev,2 years 2 months,General,General,"The toolbar’s reliance on JavaScript creates a barrier for users who rely on assistive technologies, such as screen readers, to navigate and interact with the interface. Without alternative access methods, users may be unable to effectively use the toolbar’s functionality.","The issue description, “The toolbar should be usable without JS,” is overly broad and doesn't specify the accessibility barrier. The core problem is likely the toolbar's interaction model – it’s likely using JavaScript to dynamically update the toolbar's state or trigger actions.  A valid fix involves refactoring the toolbar's logic to use accessible, native HTML elements and their associated attributes to achieve the same functionality."
2608212,Elements on grouped exposed filters configuration form are missing accessible names,Elements on grouped exposed filters configuration form are missing accessible names,https://www.drupal.org/project/drupal/issues/2608212,drupal,Needs review,Normal,views_ui.module,11.x-dev,10 years 1 month,3.3.2,3.3.2,Users relying on screen reader technology may be unable to identify and interact with the exposed filters configuration form due to missing accessible names associated with the form elements and their groupings. This prevents users from effectively navigating and utilizing the filter options.,"The issue describes missing accessible names on elements within a grouped exposed filters configuration form. This violates WCAG 1.1.1 Non-text Content. The primary fix should be to ensure that all interactive elements within the form, including buttons, input fields, and the grouped filter sections themselves, have correctly defined `aria-label` attributes or, preferably, utilize semantic HTML elements with appropriate text content for accessibility."
2917777,"Improvements to the styling, grouping, etc. of the Layout Builder UI actions form","Improvements to the styling, grouping, etc. of the Layout Builder UI actions form",https://www.drupal.org/project/drupal/issues/2917777,drupal,Active,Major,layout_builder.module,11.x-dev,8 years 2 months,4.1.2,4.1.2,Users may experience difficulty understanding and interacting with the Layout Builder UI actions form due to unclear styling and grouping. This could lead to confusion and a reduced ability to effectively utilize the tool.,"This issue requires a focus on improving the usability and discoverability of the Layout Builder UI actions form. The description indicates a need for better styling and grouping, which directly impacts accessibility."
3042984,template_preprocess_username fails to set language attribute,template_preprocess_username fails to set language attribute,https://www.drupal.org/project/drupal/issues/3042984,drupal,Needs work,Normal,user.module,11.x-dev,6 years 9 months,3.1.2,3.1.2,"Users may experience difficulty understanding content if the username is not associated with a displayed language. This can hinder comprehension and navigation, particularly for users who rely on language cues for context.",The issue reports a failure of `template_preprocess_username` to set a language attribute. This suggests that the username itself isn't receiving the appropriate language context from the Drupal system.  The primary solution here is to ensure the username is being correctly translated and associated with the user’s preferred language within Drupal’s translation system.
2359711,"Improve Error Message of ""Authored By""","Improve Error Message of ""Authored By""",https://www.drupal.org/project/drupal/issues/2359711,drupal,Postponed (maintainer needs more info),Normal,user.module,11.x-dev,11 years 2 months,General,General,"Users attempting to interact with the ""Authored By"" feature may encounter difficulty understanding error messages, potentially leading to frustration and preventing them from completing the desired action. The issue description lacks specifics about the error message itself, hindering a precise assessment of accessibility barriers.","The issue requires investigation of the ""Authored By"" error message. First, determine the specific content and format of the current error message. Then, rewrite the message to be clear, concise, and directly actionable for the user.  Specifically, ensure the message provides sufficient contrast against its background color to meet WCAG 1.4.1 Contrast (Minimum).  If the error message is a standard HTML element (e.g., a `<p>` or `<div>`), utilize semantic HTML to convey the error status.  Avoid using overly technical language.  If the error message is generated dynamically, consider using ARIA attributes (specifically `alert` roles and appropriate `aria-describedby` references) to associate the message with the relevant form element.  Example: `<label for=""author_name"">Author Name:</label><input type=""text"" id=""author_name"" aria-describedby=""author_name_error""> <span role=""alert"" id=""author_name_error""></span>`.  Ensure the associated `<span>` element clearly communicates the error.  Validate the final message for WCAG 1.4.1 Contrast."
2968637,Assess the reference to the mousedown event in the base class for render element plugins,Assess the reference to the mousedown event in the base class for render element plugins,https://www.drupal.org/project/drupal/issues/2968637,drupal,Needs work,Normal,ajax system,11.x-dev,7 years 7 months,2.5.2,2.5.2,"The issue description suggests a potential accessibility concern regarding the use of the `mousedown` event in a base class for render element plugins. Without further context, it's unclear if this relates to keyboard accessibility or assistive technology interaction. However, relying solely on `mousedown` events for element interaction may present barriers for users who rely on keyboard navigation or other alternative input methods.","This issue requires investigation to determine if the use of the `mousedown` event in the base class inadvertently creates an accessibility barrier. The primary goal should be to ensure keyboard accessibility is fully supported.  First, review the plugin's functionality to determine if a keyboard equivalent exists for all actions triggered by the `mousedown` event. If a keyboard action is missing, implement it using appropriate keyboard event listeners (e.g., `keydown`, `keyup`) in conjunction with semantic HTML.  Ensure the element receives appropriate focus on keyboard activation.  Avoid using ARIA attributes to simulate keyboard behavior; instead, rely on native HTML focus management. Validate the resulting HTML using an accessibility validator like WAVE or Axe.  Consider the user’s workflow and whether alternative input methods can achieve the same outcome as mouse interactions."
3506339,Selecting a column in a table header by keyboard drops the focus,Selecting a column in a table header by keyboard drops the focus,https://www.drupal.org/project/drupal/issues/3506339,drupal,Active,Normal,forms system,11.x-dev,10 months 1 week,2.4.3,2.4.3,"Users attempting to navigate a table using a keyboard may experience a loss of focus when selecting a column header. This disrupts keyboard-only navigation, preventing users with motor impairments or those who prefer keyboard interaction from effectively accessing and interacting with tabular data.","This issue likely stems from a lack of proper keyboard focus management within the table header structure. The primary solution is to ensure that clicking a header cell correctly sets the keyboard focus to that header cell, and importantly, that focus remains within the header row when navigating between columns using the Tab key."
