Issue ID,Issue Title,Description,Issue URL,Project,Status,Priority,Component,Version,Created,wcag_sc
3310147,Improve the visually-hidden label for drop buttons,Improve the visually-hidden label for drop buttons,https://www.drupal.org/project/drupal/issues/3310147,drupal,Active,Normal,Claro theme,11.x-dev,3 years 3 months,2.4.4
2614950,Add option for visually-hidden block titles,Add option for visually-hidden block titles,https://www.drupal.org/project/drupal/issues/2614950,drupal,Needs work,Normal,block.module,11.x-dev,10 years 1 month,2.4.6
3277785,Allow wrapping field labels in a heading tag,Allow wrapping field labels in a heading tag,https://www.drupal.org/project/drupal/issues/3277785,drupal,Needs work,Normal,field system,11.x-dev,3 years 7 months,2.4.6
3293673,[ATAG] Text editor should alert user when headings are out of order,[ATAG] Text editor should alert user when headings are out of order,https://www.drupal.org/project/drupal/issues/3293673,drupal,Active,Normal,filter.module,11.x-dev,3 years 5 months,2.4.6
2822778,Modal popups in views is not showing properly when toolbar tray is upon modal,Modal popups in views is not showing properly when toolbar tray is upon modal,https://www.drupal.org/project/drupal/issues/2822778,drupal,Needs work,Major,toolbar.module,11.x-dev,9 years 1 month,2.4.7
3200584,Olivero's focus state outline can get cut off certain situations,Olivero's focus state outline can get cut off certain situations,https://www.drupal.org/project/drupal/issues/3200584,drupal,Needs work,Normal,Olivero theme,11.x-dev,4 years 9 months,2.4.7
3270230,Toolbar focus styles are not sufficiently obvious to know where your focus is,Toolbar focus styles are not sufficiently obvious to know where your focus is,https://www.drupal.org/project/drupal/issues/3270230,drupal,Needs work,Normal,toolbar.module,11.x-dev,3 years 9 months,2.4.7
3163765,Add option to un-sticky table headers to benefit assistive tech users,Add option to un-sticky table headers to benefit assistive tech users,https://www.drupal.org/project/drupal/issues/3163765,drupal,Needs work,Normal,javascript,11.x-dev,5 years 4 months,2.4.7
3272607,opening a field formatter on manage form display redorders the tab order and the user starts again at show row weights,opening a field formatter on manage form display redorders the tab order and the user starts again at show row weights,https://www.drupal.org/project/drupal/issues/3272607,drupal,Active,Normal,Claro theme,11.x-dev,3 years 8 months,2.4.7
1919940,"Build API to Replace Links using Title Attributes with Proper Accessible, Themable Tooltips","Build API to Replace Links using Title Attributes with Proper Accessible, Themable Tooltips",https://www.drupal.org/project/drupal/issues/1919940,drupal,Needs work,Normal,theme system,11.x-dev,12 years 10 months,2.4.7
3044440,Improve tab navigation by providing 'details' elements with a default value for #title,Improve tab navigation by providing 'details' elements with a default value for #title,https://www.drupal.org/project/drupal/issues/3044440,drupal,Active,Normal,render system,11.x-dev,6 years 8 months,2.4.7
3273054,Checkboxes of text formats in the filter section on the permissions page have visually hidden labels with links causing hidden focus states,Checkboxes of text formats in the filter section on the permissions page have visually hidden labels with links causing hidden focus states,https://www.drupal.org/project/drupal/issues/3273054,drupal,Active,Normal,user.module,11.x-dev,3 years 8 months,2.4.7
3272493,[drupalImage] Scroll to last image when uploading multiple images,[drupalImage] Scroll to last image when uploading multiple images,https://www.drupal.org/project/drupal/issues/3272493,drupal,Active,Major,ckeditor5.module,11.x-dev,3 years 8 months,2.4.7
3091534,Elements inside system-status-report__entry lose partial focus styling,Elements inside system-status-report__entry lose partial focus styling,https://www.drupal.org/project/drupal/issues/3091534,drupal,Needs work,Normal,Claro theme,11.x-dev,6 years 1 month,2.4.7
3302103,Settings tray focus trap can inadvertently allow escaping of focus,Settings tray focus trap can inadvertently allow escaping of focus,https://www.drupal.org/project/drupal/issues/3302103,drupal,Active,Normal,settings_tray.module,11.x-dev,3 years 4 months,2.4.7
3191680,Figure out focus state for search form in Olivero,Figure out focus state for search form in Olivero,https://www.drupal.org/project/drupal/issues/3191680,drupal,Active,Normal,Olivero theme,11.x-dev,4 years 11 months,2.4.7
3080853,Improve link text on available updates page to address WCAG SC 2.4.9 Link purpose (link only),Improve link text on available updates page to address WCAG SC 2.4.9 Link purpose (link only),https://www.drupal.org/project/drupal/issues/3080853,drupal,Needs work,Normal,update.module,11.x-dev,6 years 3 months,2.4.9
3277286,Edge in Windows high contrast mode creates a horizontal scroll in the media library dialog,Edge in Windows high contrast mode creates a horizontal scroll in the media library dialog,https://www.drupal.org/project/drupal/issues/3277286,drupal,Active,Normal,Claro theme,11.x-dev,3 years 7 months,2.4.11
3027229,Modernize tabledrag accessibility.,Modernize tabledrag accessibility.,https://www.drupal.org/project/drupal/issues/3027229,drupal,Active,Normal,javascript,11.x-dev,6 years 11 months,2.5.1
2920006,Research accessibility of drag-and-drop grid interfaces.,Research accessibility of drag-and-drop grid interfaces.,https://www.drupal.org/project/drupal/issues/2920006,drupal,Active,Major,javascript,11.x-dev,8 years 1 month,2.5.1
3083256,Create smaller variations for form elements,Create smaller variations for form elements,https://www.drupal.org/project/drupal/issues/3083256,drupal,Needs work,Normal,Claro theme,11.x-dev,6 years 2 months,2.5.1
2616184,Right click should not submit buttons with Ajax behaviors,Right click should not submit buttons with Ajax behaviors,https://www.drupal.org/project/drupal/issues/2616184,drupal,Needs work,Normal,ajax system,11.x-dev,10 years 1 month,2.5.2
2960840,"Replace javascript event listeners which use ""down"" events in the ajax component","Replace javascript event listeners which use ""down"" events in the ajax component",https://www.drupal.org/project/drupal/issues/2960840,drupal,Active,Normal,ajax system,11.x-dev,7 years 8 months,2.5.2
3083583,[META] Discourage non-inclusive use of the HTML title attribute,[META] Discourage non-inclusive use of the HTML title attribute,https://www.drupal.org/project/drupal/issues/3083583,drupal,Active,Normal,markup,11.x-dev,6 years 2 months,2.5.3
3015239,Assess Drupal core for WCAG success criterion 2.5.3 Label in Name,Assess Drupal core for WCAG success criterion 2.5.3 Label in Name,https://www.drupal.org/project/drupal/issues/3015239,drupal,Active,Normal,markup,11.x-dev,7 years 4 weeks,2.5.3
2960828,Link labels generated by the Entity List Builder should provide more context for a11y,Link labels generated by the Entity List Builder should provide more context for a11y,https://www.drupal.org/project/drupal/issues/2960828,drupal,Needs work,Normal,views_ui.module,11.x-dev,7 years 8 months,2.5.3
2973124,Provide better context in accessible names of EntityOperation views plugin drop-button operations,Provide better context in accessible names of EntityOperation views plugin drop-button operations,https://www.drupal.org/project/drupal/issues/2973124,drupal,Needs work,Normal,views.module,11.x-dev,7 years 7 months,2.5.3
3026317,a11y revision for Claro,a11y revision for Claro,https://www.drupal.org/project/drupal/issues/3026317,drupal,Active,Normal,Claro theme,11.x-dev,6 years 11 months,2.5.5
3506334,Increase the target sizes to meet the minimum requirement,Increase the target sizes to meet the minimum requirement,https://www.drupal.org/project/drupal/issues/3506334,drupal,Active,Normal,ajax system,11.x-dev,10 months 1 week,2.5.8
3491461,[meta] Some interface components don’t meet the minimum target size,[meta] Some interface components don’t meet the minimum target size,https://www.drupal.org/project/drupal/issues/3491461,drupal,Active,Normal,Claro theme,11.x-dev,1 year 2 weeks,2.5.8
2827034,DateList and date range inline form errors are repeated,DateList and date range inline form errors are repeated,https://www.drupal.org/project/drupal/issues/2827034,drupal,Needs work,Normal,datetime.module,11.x-dev,9 years 1 month,3.1.2
82751,Allow some HTML tags in node titles,Allow some HTML tags in node titles,https://www.drupal.org/project/drupal/issues/82751,drupal,Active,Major,field system,11.x-dev,19 years 3 months,3.1.2
3049122,Links in language switcher block do not conform to WCAG language-of-parts,Links in language switcher block do not conform to WCAG language-of-parts,https://www.drupal.org/project/drupal/issues/3049122,drupal,Active,Normal,language system,11.x-dev,6 years 8 months,3.1.2
3020305,The core language selector does not have a lang tag,The core language selector does not have a lang tag,https://www.drupal.org/project/drupal/issues/3020305,drupal,Needs work,Normal,language system,11.x-dev,7 years 6 days,3.1.2
3300836,Untranslatable fields do not respect language of parts,Untranslatable fields do not respect language of parts,https://www.drupal.org/project/drupal/issues/3300836,drupal,Active,Normal,language system,11.x-dev,3 years 4 months,3.1.2
2496223,Views containing content not in the page's language need to add tags which mark the language of parts,Views containing content not in the page's language need to add tags which mark the language of parts,https://www.drupal.org/project/drupal/issues/2496223,drupal,Active,Normal,views.module,11.x-dev,10 years 6 months,3.1.2
3246188,Vertical tabs auto collapse on viewports smaller than 1360px on certain configuration actions,Vertical tabs auto collapse on viewports smaller than 1360px on certain configuration actions,https://www.drupal.org/project/drupal/issues/3246188,drupal,Active,Normal,Claro theme,11.x-dev,4 years 1 month,3.2.1
3028968,Create Javascript library for searching/filtering rendered lists on the client.,Create Javascript library for searching/filtering rendered lists on the client.,https://www.drupal.org/project/drupal/issues/3028968,drupal,Needs review,Normal,javascript,11.x-dev,6 years 10 months,3.2.2
3209129,Scrolling problems when adding a block via layout builder,Scrolling problems when adding a block via layout builder,https://www.drupal.org/project/drupal/issues/3209129,drupal,Needs work,Major,layout_builder.module,11.x-dev,4 years 8 months,3.2.3
2895388,Modules uninstall filter does not filter by machine name,Modules uninstall filter does not filter by machine name,https://www.drupal.org/project/drupal/issues/2895388,drupal,Needs work,Normal,system.module,11.x-dev,8 years 5 months,3.2.3
3015494,Make admin list filters behave more consistently.,Make admin list filters behave more consistently.,https://www.drupal.org/project/drupal/issues/3015494,drupal,Active,Normal,other,11.x-dev,7 years 3 weeks,3.2.3
3129257,Olivero: Mobile tabs can become out of order if browser is resized,Olivero: Mobile tabs can become out of order if browser is resized,https://www.drupal.org/project/drupal/issues/3129257,drupal,Needs work,Normal,Olivero theme,11.x-dev,5 years 8 months,3.2.3
3084554,Change the way the + before the Add Content link is presented on admin/content so that NVDA on Firefox doesn't bury the link,Change the way the + before the Add Content link is presented on admin/content so that NVDA on Firefox doesn't bury the link,https://www.drupal.org/project/drupal/issues/3084554,drupal,Needs work,Major,Claro theme,11.x-dev,6 years 2 months,3.2.3
3083103,Programmatically associate error messages with inputs,Programmatically associate error messages with inputs,https://www.drupal.org/project/drupal/issues/3083103,drupal,Needs work,Normal,forms system,11.x-dev,6 years 2 months,3.3.1
2847425,#states not affecting visibility/requirement of managed_file,#states not affecting visibility/requirement of managed_file,https://www.drupal.org/project/drupal/issues/2847425,drupal,Needs work,Major,file system,11.x-dev,8 years 10 months,3.3.1
3089402,Drupal.Message should add 'Error message' prefixed to Drupal.announce error messages,Drupal.Message should add 'Error message' prefixed to Drupal.announce error messages,https://www.drupal.org/project/drupal/issues/3089402,drupal,Needs work,Normal,ajax system,11.x-dev,6 years 1 month,3.3.1
3344778,Form input errors should be announced via the aria-live region every time they occur,Form input errors should be announced via the aria-live region every time they occur,https://www.drupal.org/project/drupal/issues/3344778,drupal,Active,Normal,other,11.x-dev,2 years 9 months,3.3.1
3081526,Add announcement after clicking 'Save and select' in the media library.,Add announcement after clicking 'Save and select' in the media library.,https://www.drupal.org/project/drupal/issues/3081526,drupal,Needs work,Major,media system,11.x-dev,6 years 3 months,3.3.1
736182,Match States API required fields theming with Forms API,Match States API required fields theming with Forms API,https://www.drupal.org/project/drupal/issues/736182,drupal,Needs work,Normal,forms system,11.x-dev,15 years 9 months,3.3.1
2560467,Inline Errors not shown for container elements,Inline Errors not shown for container elements,https://www.drupal.org/project/drupal/issues/2560467,drupal,Needs work,Normal,forms system,11.x-dev,10 years 3 months,3.3.1
2848307,Inline errors not working on form table elements,Inline errors not working on form table elements,https://www.drupal.org/project/drupal/issues/2848307,drupal,Active,Normal,inline_form_errors.module,11.x-dev,8 years 10 months,3.3.1
3261571,Prepend error to document.title when form submission fails,Prepend error to document.title when form submission fails,https://www.drupal.org/project/drupal/issues/3261571,drupal,Active,Normal,forms system,11.x-dev,3 years 10 months,3.3.1
3271203,[drupalImage] Announce image upload for screenreader users,[drupalImage] Announce image upload for screenreader users,https://www.drupal.org/project/drupal/issues/3271203,drupal,Active,Major,ckeditor5.module,11.x-dev,3 years 9 months,3.3.1
3087385,"If the user attempts to upload an incorrect file type through the media library modal, the error message is not read by the screenreader","If the user attempts to upload an incorrect file type through the media library modal, the error message is not read by the screenreader",https://www.drupal.org/project/drupal/issues/3087385,drupal,Needs work,Major,file.module,11.x-dev,6 years 2 months,3.3.1
3087305,Form validation error messages within the Media Library widget are not read by the screenreader,Form validation error messages within the Media Library widget are not read by the screenreader,https://www.drupal.org/project/drupal/issues/3087305,drupal,Needs work,Major,media system,11.x-dev,6 years 2 months,3.3.1
2848507,Indicate that grouping elements have child element errors for ux and a11y,Indicate that grouping elements have child element errors for ux and a11y,https://www.drupal.org/project/drupal/issues/2848507,drupal,Needs work,Major,forms system,11.x-dev,8 years 10 months,3.3.1
2563173,Display 'required' validation errors for form elements that do not provide a #title,Display 'required' validation errors for form elements that do not provide a #title,https://www.drupal.org/project/drupal/issues/2563173,drupal,Needs work,Major,forms system,11.x-dev,10 years 3 months,3.3.1
2455933,Error highlighting and reporting problems for the current password on the user profile form,Error highlighting and reporting problems for the current password on the user profile form,https://www.drupal.org/project/drupal/issues/2455933,drupal,Needs work,Normal,user.module,11.x-dev,10 years 9 months,3.3.1
2089703,The file upload field needs a progress indicator that expresses to screen reading user agents when a file upload is finished,The file upload field needs a progress indicator that expresses to screen reading user agents when a file upload is finished,https://www.drupal.org/project/drupal/issues/2089703,drupal,Needs work,Normal,file.module,11.x-dev,12 years 3 months,3.3.1
2608180,View Search Filter's Label isn't Associated with Input,View Search Filter's Label isn't Associated with Input,https://www.drupal.org/project/drupal/issues/2608180,drupal,Active,Normal,views_ui.module,11.x-dev,10 years 1 month,3.3.2
2942037,Admin list filter fields are inconsistently labelled.,Admin list filter fields are inconsistently labelled.,https://www.drupal.org/project/drupal/issues/2942037,drupal,Active,Normal,user interface text,11.x-dev,7 years 10 months,3.3.2
3318398,Address A11y test fails in search/node,Address A11y test fails in search/node,https://www.drupal.org/project/drupal/issues/3318398,drupal,Active,Normal,search.module,11.x-dev,3 years 1 month,4.1.1
3090120,Improve accessibility semantics for Toolbar buttons with trays,Improve accessibility semantics for Toolbar buttons with trays,https://www.drupal.org/project/drupal/issues/3090120,drupal,Needs work,Major,toolbar.module,11.x-dev,6 years 1 month,4.1.2
953034,[meta] Themes improperly check renderable arrays when determining visibility,[meta] Themes improperly check renderable arrays when determining visibility,https://www.drupal.org/project/drupal/issues/953034,drupal,Needs work,Major,theme system,11.x-dev,15 years 1 month,4.1.2
3218877,Labels do not have correct 'for' attribute if 'id' set in #attributes,Labels do not have correct 'for' attribute if 'id' set in #attributes,https://www.drupal.org/project/drupal/issues/3218877,drupal,Needs work,Normal,forms system,11.x-dev,4 years 6 months,4.1.2
2822414,Redesign the 'install profile selection' installer screen to allow for experimental profiles and more information,Redesign the 'install profile selection' installer screen to allow for experimental profiles and more information,https://www.drupal.org/project/drupal/issues/2822414,drupal,Needs work,Normal,install system,11.x-dev,9 years 1 month,4.1.2
3083181,Menu blocks in Layout Builder get malformed aria-labelledby attribute,Menu blocks in Layout Builder get malformed aria-labelledby attribute,https://www.drupal.org/project/drupal/issues/3083181,drupal,Needs work,Normal,block.module,11.x-dev,6 years 2 months,4.1.2
2305109,Figure/Figcaption for Image Widget,Figure/Figcaption for Image Widget,https://www.drupal.org/project/drupal/issues/2305109,drupal,Needs work,Normal,image system,11.x-dev,11 years 5 months,4.1.2
3318394,Block UI A11y errors identified with Axe + Nightwatch,Block UI A11y errors identified with Axe + Nightwatch,https://www.drupal.org/project/drupal/issues/3318394,drupal,Active,Normal,block.module,11.x-dev,3 years 1 month,4.1.2
3459246,Add a '#check_all' option for checkboxes element,Add a '#check_all' option for checkboxes element,https://www.drupal.org/project/drupal/issues/3459246,drupal,Needs work,Normal,forms system,11.x-dev,1 year 5 months,4.1.2
2464595,Elements that use .visually-hidden and .focusable aren’t read when using VoiceOver in iOS or in Chrome,Elements that use .visually-hidden and .focusable aren’t read when using VoiceOver in iOS or in Chrome,https://www.drupal.org/project/drupal/issues/2464595,drupal,Needs work,Normal,CSS,11.x-dev,10 years 8 months,4.1.2
3342811,"Add role=""button"" and spacebar trigger to <a class=""use-ajax""> to behave like a button","Add role=""button"" and spacebar trigger to <a class=""use-ajax""> to behave like a button",https://www.drupal.org/project/drupal/issues/3342811,drupal,Active,Normal,ajax system,11.x-dev,2 years 10 months,4.1.2
3208640,<figure> elements with a role of group need an accessible label,<figure> elements with a role of group need an accessible label,https://www.drupal.org/project/drupal/issues/3208640,drupal,Needs work,Normal,media system,11.x-dev,4 years 8 months,4.1.2
3105316,Add accessible names to theme region complementary landmarks,Add accessible names to theme region complementary landmarks,https://www.drupal.org/project/drupal/issues/3105316,drupal,Needs work,Normal,markup,11.x-dev,5 years 11 months,4.1.2
1402250,"Allow modules to classify blocks when defining them, so WAI-ARIA roles can automatically be added in the theme layer","Allow modules to classify blocks when defining them, so WAI-ARIA roles can automatically be added in the theme layer",https://www.drupal.org/project/drupal/issues/1402250,drupal,Needs work,Normal,block.module,11.x-dev,13 years 11 months,4.1.2
2863846,File Field design update progress bar,File Field design update progress bar,https://www.drupal.org/project/drupal/issues/2863846,drupal,Active,Normal,file.module,11.x-dev,8 years 9 months,4.1.2
3272316,Claro's vertical tabs' aria states don't always properly reflect state at mobile,Claro's vertical tabs' aria states don't always properly reflect state at mobile,https://www.drupal.org/project/drupal/issues/3272316,drupal,Needs work,Normal,Claro theme,11.x-dev,3 years 8 months,4.1.2
2163425,Automatically close the admin menu tray after using it on narrow screens,Automatically close the admin menu tray after using it on narrow screens,https://www.drupal.org/project/drupal/issues/2163425,drupal,Active,Normal,toolbar.module,11.x-dev,11 years 11 months,4.1.2
2773601,"Display ""You are now in edit mode"" prompt when user enters edit mode","Display ""You are now in edit mode"" prompt when user enters edit mode",https://www.drupal.org/project/drupal/issues/2773601,drupal,Needs work,Normal,settings_tray.module,11.x-dev,9 years 4 months,4.1.2
2962585,Treat entity label as a row-level header in entity list tables,Treat entity label as a row-level header in entity list tables,https://www.drupal.org/project/drupal/issues/2962585,drupal,Active,Normal,entity system,11.x-dev,7 years 8 months,4.1.2
2805499,Provide screen reader feedback when Views List is filtered by name or description,Provide screen reader feedback when Views List is filtered by name or description,https://www.drupal.org/project/drupal/issues/2805499,drupal,Needs work,Normal,views_ui.module,11.x-dev,9 years 2 months,4.1.2
2913378,Bulk Action Results are not read by Screen Reader,Bulk Action Results are not read by Screen Reader,https://www.drupal.org/project/drupal/issues/2913378,drupal,Active,Normal,views_ui.module,11.x-dev,8 years 2 months,4.1.2
2290043,Threaded Comments Should Use Heading Levels to Communicate Reply Depth,Threaded Comments Should Use Heading Levels to Communicate Reply Depth,https://www.drupal.org/project/drupal/issues/2290043,drupal,Active,Normal,comment.module,11.x-dev,11 years 6 months,4.1.2
1854046,"Add ""changed"" hints to translation settings page","Add ""changed"" hints to translation settings page",https://www.drupal.org/project/drupal/issues/1854046,drupal,Needs work,Minor,content_translation.module,11.x-dev,13 years 3 weeks,4.1.2
675348,META: Support HTML5 form input elements,META: Support HTML5 form input elements,https://www.drupal.org/project/drupal/issues/675348,drupal,Active,Normal,forms system,11.x-dev,15 years 11 months,4.1.2
2079129,Investigate how Dragon Naturally Speaking recognizes UI elements; test with a modal close button,Investigate how Dragon Naturally Speaking recognizes UI elements; test with a modal close button,https://www.drupal.org/project/drupal/issues/2079129,drupal,Active,Normal,user interface text,11.x-dev,12 years 3 months,4.1.2
2124405,Take advantage of ARIA roles (specifically widget roles) to enrich the non-visual interface of Views,Take advantage of ARIA roles (specifically widget roles) to enrich the non-visual interface of Views,https://www.drupal.org/project/drupal/issues/2124405,drupal,Active,Normal,views_ui.module,11.x-dev,12 years 1 month,4.1.2
1096124,Accessibility: Compose tips tables need better use of id's & summary elements,Accessibility: Compose tips tables need better use of id's & summary elements,https://www.drupal.org/project/drupal/issues/1096124,drupal,Active,Normal,filter.module,11.x-dev,14 years 9 months,4.1.2
2047089,Content translation settings UI should leverage Drupal.announce() to inform screen reader users of dynamic changes,Content translation settings UI should leverage Drupal.announce() to inform screen reader users of dynamic changes,https://www.drupal.org/project/drupal/issues/2047089,drupal,Active,Normal,content_translation.module,11.x-dev,12 years 5 months,4.1.2
3087313,"In the media library modal, improve the labels on the media-type tabs for screen readers","In the media library modal, improve the labels on the media-type tabs for screen readers",https://www.drupal.org/project/drupal/issues/3087313,drupal,Needs work,Normal,media system,11.x-dev,6 years 2 months,4.1.2
2719453,Tableselect single radio button missing #title attribute and is not accessible,Tableselect single radio button missing #title attribute and is not accessible,https://www.drupal.org/project/drupal/issues/2719453,drupal,Needs work,Normal,forms system,11.x-dev,9 years 7 months,4.1.2
2046529,Add title attributes to buttons for Dragon users,Add title attributes to buttons for Dragon users,https://www.drupal.org/project/drupal/issues/2046529,drupal,Needs work,Normal,markup,11.x-dev,12 years 5 months,4.1.2
2084603,Addition of natural language to Article and Basic page links on Create Content page,Addition of natural language to Article and Basic page links on Create Content page,https://www.drupal.org/project/drupal/issues/2084603,drupal,Needs work,Normal,markup,11.x-dev,12 years 3 months,4.1.2
3028780,Contextual links button should use aria-expanded instead of aria-pressed,Contextual links button should use aria-expanded instead of aria-pressed,https://www.drupal.org/project/drupal/issues/3028780,drupal,Needs work,Normal,contextual.module,11.x-dev,6 years 10 months,4.1.2
3327459,Use semantic markup instead of repeated hyphens to represent hierarchical taxonomy terms,Use semantic markup instead of repeated hyphens to represent hierarchical taxonomy terms,https://www.drupal.org/project/drupal/issues/3327459,drupal,Active,Normal,taxonomy.module,11.x-dev,3 years 3 days,4.1.2
2986517,Document special 'title' key used for Tableselect checkbox labels,Document special 'title' key used for Tableselect checkbox labels,https://www.drupal.org/project/drupal/issues/2986517,drupal,Active,Normal,documentation,11.x-dev,7 years 5 months,4.1.2
2973140,Convey AJAX progress messages to assistive technology.,Convey AJAX progress messages to assistive technology.,https://www.drupal.org/project/drupal/issues/2973140,drupal,Needs work,Major,ajax system,11.x-dev,7 years 7 months,4.1.3
3360146,Updates to AJAX view filters for assistive technology,Updates to AJAX view filters for assistive technology,https://www.drupal.org/project/drupal/issues/3360146,drupal,Active,Normal,views.module,11.x-dev,2 years 7 months,4.1.3
2973116,"After enabling or disabling a view, convey changes to screen reader users.","After enabling or disabling a view, convey changes to screen reader users.",https://www.drupal.org/project/drupal/issues/2973116,drupal,Active,Normal,views_ui.module,11.x-dev,7 years 7 months,4.1.3
2893663,Dropbutton should report open/closed state to assistive technology,Dropbutton should report open/closed state to assistive technology,https://www.drupal.org/project/drupal/issues/2893663,drupal,Active,Normal,javascript,11.x-dev,8 years 5 months,4.1.3
3035435,Make the show/hide row weights button more informative for assistive tech users.,Make the show/hide row weights button more informative for assistive tech users.,https://www.drupal.org/project/drupal/issues/3035435,drupal,Needs work,Normal,other,11.x-dev,6 years 9 months,4.1.3
3159933,"Status Message in Claro on theme install should have role=""status"" or similar instead of contentinfo","Status Message in Claro on theme install should have role=""status"" or similar instead of contentinfo",https://www.drupal.org/project/drupal/issues/3159933,drupal,Needs work,Normal,markup,11.x-dev,5 years 5 months,4.1.3
